"INDIC_IS","GEO","TIME","UNIT","IND_TYPE","Value","Flag and Footnotes"
"Internet use: posting opinions on civic or political issues via websites (e.g. blogs, social networks, etc.)","Hungary","2019","Percentage of individuals","All Individuals","11",""
"Internet use: posting opinions on civic or political issues via websites (e.g. blogs, social networks, etc.)","Malta","2006","Percentage of individuals","All Individuals",":",""
"Internet use: posting opinions on civic or political issues via websites (e.g. blogs, social networks, etc.)","Malta","2010","Percentage of individuals","All Individuals",":",""
"Internet use: posting opinions on civic or political issues via websites (e.g. blogs, social networks, etc.)","Malta","2015","Percentage of individuals","All Individuals","10",""
"Internet use: posting opinions on civic or political issues via websites (e.g. blogs, social networks, etc.)","Malta","2019","Percentage of individuals","All Individuals","13",""
"Internet use: posting opinions on civic or political issues via websites (e.g. blogs, social networks, etc.)","Netherlands","2006","Percentage of individuals","All Individuals",":",""
"Internet use: posting opinions on civic or political issues via websites (e.g. blogs, social networks, etc.)","Netherlands","2010","Percentage of individuals","All Individuals",":",""
"Internet use: posting opinions on civic or political issues via websites (e.g. blogs, social networks, etc.)","Netherlands","2015","Percentage of individuals","All Individuals","25",""
"Internet use: posting opinions on civic or political issues via websites (e.g. blogs, social networks, etc.)","Netherlands","2019","Percentage of individuals","All Individuals","8",""
"Internet use: posting opinions on civic or political issues via websites (e.g. blogs, social networks, etc.)","Austria","2006","Percentage of individuals","All Individuals",":",""
"Internet use: posting opinions on civic or political issues via websites (e.g. blogs, social networks, etc.)","Austria","2010","Percentage of individuals","All Individuals",":",""
"Internet use: posting opinions on civic or political issues via websites (e.g. blogs, social networks, etc.)","Austria","2015","Percentage of individuals","All Individuals","6",""
"Internet use: posting opinions on civic or political issues via websites (e.g. blogs, social networks, etc.)","Austria","2019","Percentage of individuals","All Individuals","6",""
"Internet use: posting opinions on civic or political issues via websites (e.g. blogs, social networks, etc.)","Poland","2006","Percentage of individuals","All Individuals",":",""
"Internet use: posting opinions on civic or political issues via websites (e.g. blogs, social networks, etc.)","Poland","2010","Percentage of individuals","All Individuals",":",""
"Internet use: posting opinions on civic or political issues via websites (e.g. blogs, social networks, etc.)","Poland","2015","Percentage of individuals","All Individuals","5",""
"Internet use: posting opinions on civic or political issues via websites (e.g. blogs, social networks, etc.)","Poland","2019","Percentage of individuals","All Individuals","12",""
"Internet use: posting opinions on civic or political issues via websites (e.g. blogs, social networks, etc.)","Portugal","2006","Percentage of individuals","All Individuals",":",""
"Internet use: posting opinions on civic or political issues via websites (e.g. blogs, social networks, etc.)","Portugal","2010","Percentage of individuals","All Individuals",":",""
"Internet use: posting opinions on civic or political issues via websites (e.g. blogs, social networks, etc.)","Portugal","2015","Percentage of individuals","All Individuals","11",""
"Internet use: posting opinions on civic or political issues via websites (e.g. blogs, social networks, etc.)","Portugal","2019","Percentage of individuals","All Individuals","13",""
"Internet use: posting opinions on civic or political issues via websites (e.g. blogs, social networks, etc.)","Romania","2006","Percentage of individuals","All Individuals",":",""
"Internet use: posting opinions on civic or political issues via websites (e.g. blogs, social networks, etc.)","Romania","2010","Percentage of individuals","All Individuals",":",""
"Internet use: posting opinions on civic or political issues via websites (e.g. blogs, social networks, etc.)","Romania","2015","Percentage of individuals","All Individuals","5",""
"Internet use: posting opinions on civic or political issues via websites (e.g. blogs, social networks, etc.)","Romania","2019","Percentage of individuals","All Individuals","8",""
"Internet use: posting opinions on civic or political issues via websites (e.g. blogs, social networks, etc.)","Slovenia","2006","Percentage of individuals","All Individuals",":",""
